正题名,创建日期,导演,演员,出品年代,内容描述,总集数,分类名称,连续剧分类,字母语种,声轨,声道语种,地区参数,画面高宽比,编码格式,编码码率,彩色.黑白,来源,批次,标清.高清,内容编号,素材分类,标识,素材分类.1,编目层ID,入点,时长,编目层,首播日期,素材大小,海报
美食大冒险 第一季(49),2017/5/11 17:59,孙海鹏,无,2014,一个叫“四海”的馒头不小心烧毁了美食村中世代保留的食物保鲜秘籍，为了拯救食物界，以包子“包强”为首的七个身怀绝技的食物勇士挺身而出，去寻找另一本失散的秘籍。,52,电视剧场\大陆剧场,美食大冒险 第一季,中文,MP2,国语,大陆,4:03,H264,2M,彩色,10038,无,标清,48845,无,32991,1,32784,00:00.0,13:52.0,节目层,无,203.99,27098
美食大冒险 第一季(46),2017/5/11 17:58,孙海鹏,无,2014,一个叫“四海”的馒头不小心烧毁了美食村中世代保留的食物保鲜秘籍，为了拯救食物界，以包子“包强”为首的七个身怀绝技的食物勇士挺身而出，去寻找另一本失散的秘籍。,52,电视剧场\大陆剧场,美食大冒险 第一季,中文,MP2,国语,大陆,4:03,H264,2M,彩色,10038,无,标清,22555,无,32988,1,32781,00:00.0,13:49.1,节目层,无,203.27,26974
美食大冒险 第一季(34),2017/5/11 17:52,孙海鹏,无,2014,一个叫“四海”的馒头不小心烧毁了美食村中世代保留的食物保鲜秘籍，为了拯救食物界，以包子“包强”为首的七个身怀绝技的食物勇士挺身而出，去寻找另一本失散的秘籍。,52,电视剧场\大陆剧场,美食大冒险 第一季,中文,MP2,国语,大陆,4:03,H264,2M,彩色,10038,无,标清,11225,无,32976,1,32769,00:00.0,13:51.2,节目层,无,203.87,26933
美食大冒险 第一季(25),2017/5/11 17:48,孙海鹏,无,2014,一个叫“四海”的馒头不小心烧毁了美食村中世代保留的食物保鲜秘籍，为了拯救食物界，以包子“包强”为首的七个身怀绝技的食物勇士挺身而出，去寻找另一本失散的秘籍。,52,电视剧场\大陆剧场,美食大冒险 第一季,中文,MP2,国语,大陆,4:03,H264,2M,彩色,10038,无,标清,31259,无,32967,1,32760,00:00.0,12:56.0,节目层,无,190.28,27029
美食大冒险 第一季(20),2017/5/11 17:46,孙海鹏,无,2014,一个叫“四海”的馒头不小心烧毁了美食村中世代保留的食物保鲜秘籍，为了拯救食物界，以包子“包强”为首的七个身怀绝技的食物勇士挺身而出，去寻找另一本失散的秘籍。,52,电视剧场\大陆剧场,美食大冒险 第一季,中文,MP2,国语,大陆,4:03,H264,2M,彩色,10038,无,标清,15875,无,32962,1,32755,00:00.0,13:12.0,节目层,无,194.2,26952
美食大冒险 第一季(17),2017/5/11 17:45,孙海鹏,无,2014,一个叫“四海”的馒头不小心烧毁了美食村中世代保留的食物保鲜秘籍，为了拯救食物界，以包子“包强”为首的七个身怀绝技的食物勇士挺身而出，去寻找另一本失散的秘籍。,52,电视剧场\大陆剧场,美食大冒险 第一季,中文,MP2,国语,大陆,4:03,H264,2M,彩色,10038,无,标清,42792,无,32959,1,32752,00:00.0,13:08.2,节目层,无,193.35,27074
加菲猫和他的朋友们 第三季(43)危险迫在眉睫,2017/5/11 17:44,无,无,1990,加菲是长着橙色皮毛，生长在大都会内一个平凡街区的猫儿，他天生具有哲人般的怪想法和似乎有无止境的旺盛食欲。对他来说，美美地吃一顿再打个盹便是最完美的猫生。,47,电视剧场\欧美剧场,加菲猫和他的朋友们 第三季,中文,MP2,国语,美国,4:03,H264,2M,彩色,10038,无,标清,37004,无,32952,1,32924,00:00.0,07:11.1,节目层,无,105.93,27052
加菲猫和他的朋友们 第三季(42)别出心裁的乔恩,2017/5/11 17:44,无,无,1990,加菲是长着橙色皮毛，生长在大都会内一个平凡街区的猫儿，他天生具有哲人般的怪想法和似乎有无止境的旺盛食欲。对他来说，美美地吃一顿再打个盹便是最完美的猫生。,47,电视剧场\欧美剧场,加菲猫和他的朋友们 第三季,中文,MP2,国语,美国,4:03,H264,2M,彩色,10038,无,标清,28002,无,32953,1,32922,00:00.0,07:09.2,节目层,无,105.53,27005
加菲猫和他的朋友们 第三季(36)天使猫,2017/5/11 17:43,无,无,1990,加菲是长着橙色皮毛，生长在大都会内一个平凡街区的猫儿，他天生具有哲人般的怪想法和似乎有无止境的旺盛食欲。对他来说，美美地吃一顿再打个盹便是最完美的猫生。,47,电视剧场\欧美剧场,加菲猫和他的朋友们 第三季,中文,MP2,国语,美国,4:03,H264,2M,彩色,10038,无,标清,29977,无,32945,1,32916,00:00.0,07:11.1,节目层,无,105.94,27015
加菲猫和他的朋友们 第三季(35)大坏鸟,2017/5/11 17:43,无,无,1990,加菲是长着橙色皮毛，生长在大都会内一个平凡街区的猫儿，他天生具有哲人般的怪想法和似乎有无止境的旺盛食欲。对他来说，美美地吃一顿再打个盹便是最完美的猫生。,47,电视剧场\欧美剧场,加菲猫和他的朋友们 第三季,中文,MP2,国语,美国,4:03,H264,2M,彩色,10038,无,标清,21350,无,32947,1,32919,00:00.0,07:41.1,节目层,无,113.34,26970
加菲猫和他的朋友们 第三季(33)肮脏的生意,2017/5/11 17:43,无,无,1990,加菲是长着橙色皮毛，生长在大都会内一个平凡街区的猫儿，他天生具有哲人般的怪想法和似乎有无止境的旺盛食欲。对他来说，美美地吃一顿再打个盹便是最完美的猫生。,47,电视剧场\欧美剧场,加菲猫和他的朋友们 第三季,中文,MP2,国语,美国,4:03,H264,2M,彩色,10038,无,标清,30336,无,32939,1,32912,00:00.0,07:40.1,节目层,无,113.06,27019
加菲猫和他的朋友们 第三季(27)稳若泰山,2017/5/11 17:43,无,无,1990,加菲是长着橙色皮毛，生长在大都会内一个平凡街区的猫儿，他天生具有哲人般的怪想法和似乎有无止境的旺盛食欲。对他来说，美美地吃一顿再打个盹便是最完美的猫生。,47,电视剧场\欧美剧场,加菲猫和他的朋友们 第三季,中文,MP2,国语,美国,4:03,H264,2M,彩色,10038,无,标清,47343,无,32942,1,32928,00:00.0,23:36.1,节目层,无,346.91,27091
加菲猫和他的朋友们 第三季(25)奥森奇遇记,2017/5/11 17:43,无,无,1990,加菲是长着橙色皮毛，生长在大都会内一个平凡街区的猫儿，他天生具有哲人般的怪想法和似乎有无止境的旺盛食欲。对他来说，美美地吃一顿再打个盹便是最完美的猫生。,47,电视剧场\欧美剧场,加菲猫和他的朋友们 第三季,中文,MP2,国语,美国,4:03,H264,2M,彩色,10038,无,标清,19348,无,32934,1,32906,00:00.0,07:54.2,节目层,无,116.61,26966
加菲猫和他的朋友们 第三季(21)又肥又小的东西,2017/5/11 17:42,无,无,1990,加菲是长着橙色皮毛，生长在大都会内一个平凡街区的猫儿，他天生具有哲人般的怪想法和似乎有无止境的旺盛食欲。对他来说，美美地吃一顿再打个盹便是最完美的猫生。,47,电视剧场\欧美剧场,加菲猫和他的朋友们 第三季,中文,MP2,国语,美国,4:03,H264,2M,彩色,10038,无,标清,24352,无,32930,1,32908,00:00.0,07:13.1,节目层,无,106.42,26981
加菲猫和他的朋友们 第三季(14)仙人掌的传说,2017/5/11 17:42,无,无,1990,加菲是长着橙色皮毛，生长在大都会内一个平凡街区的猫儿，他天生具有哲人般的怪想法和似乎有无止境的旺盛食欲。对他来说，美美地吃一顿再打个盹便是最完美的猫生。,47,电视剧场\欧美剧场,加菲猫和他的朋友们 第三季,中文,MP2,国语,美国,4:03,H264,2M,彩色,10038,无,标清,37862,无,32920,1,32895,00:00.0,07:21.1,节目层,无,108.41,27056
加菲猫和他的朋友们 第三季(13)法律之鹰,2017/5/11 17:42,无,无,1990,加菲是长着橙色皮毛，生长在大都会内一个平凡街区的猫儿，他天生具有哲人般的怪想法和似乎有无止境的旺盛食欲。对他来说，美美地吃一顿再打个盹便是最完美的猫生。,47,电视剧场\欧美剧场,加菲猫和他的朋友们 第三季,中文,MP2,国语,美国,4:03,H264,2M,彩色,10038,无,标清,26679,无,32918,1,32894,00:00.0,07:47.0,节目层,无,114.71,26992
加菲猫和他的朋友们 第三季(12)猫罪犯,2017/5/11 17:42,无,无,1990,加菲是长着橙色皮毛，生长在大都会内一个平凡街区的猫儿，他天生具有哲人般的怪想法和似乎有无止境的旺盛食欲。对他来说，美美地吃一顿再打个盹便是最完美的猫生。,47,电视剧场\欧美剧场,加菲猫和他的朋友们 第三季,中文,MP2,国语,美国,4:03,H264,2M,彩色,10038,无,标清,11092,无,32919,1,32893,00:00.0,06:40.2,节目层,无,98.5,26932
加菲猫和他的朋友们 第三季(10)神秘的客人,2017/5/11 17:42,无,无,1990,加菲是长着橙色皮毛，生长在大都会内一个平凡街区的猫儿，他天生具有哲人般的怪想法和似乎有无止境的旺盛食欲。对他来说，美美地吃一顿再打个盹便是最完美的猫生。,47,电视剧场\欧美剧场,加菲猫和他的朋友们 第三季,中文,MP2,国语,美国,4:03,H264,2M,彩色,10038,无,标清,27992,无,32916,1,32892,00:00.0,07:45.2,节目层,无,114.38,27004
加菲猫和他的朋友们 第三季(08)新房客,2017/5/11 17:41,无,无,1990,加菲是长着橙色皮毛，生长在大都会内一个平凡街区的猫儿，他天生具有哲人般的怪想法和似乎有无止境的旺盛食欲。对他来说，美美地吃一顿再打个盹便是最完美的猫生。,47,电视剧场\欧美剧场,加菲猫和他的朋友们 第三季,中文,MP2,国语,美国,4:03,H264,2M,彩色,10038,无,标清,51065,无,32915,1,32901,00:00.0,22:24.1,节目层,无,329.26,27103
加菲猫和他的朋友们 第三季(06)飞向未来,2017/5/11 17:41,无,无,1990,加菲是长着橙色皮毛，生长在大都会内一个平凡街区的猫儿，他天生具有哲人般的怪想法和似乎有无止境的旺盛食欲。对他来说，美美地吃一顿再打个盹便是最完美的猫生。,47,电视剧场\欧美剧场,加菲猫和他的朋友们 第三季,中文,MP2,国语,美国,4:03,H264,2M,彩色,10038,无,标清,26911,无,32910,1,32887,00:00.0,07:37.1,节目层,无,112.35,26993
加菲猫和他的朋友们 第三季(04)都市牛仔,2017/5/11 17:41,无,无,1990,加菲是长着橙色皮毛，生长在大都会内一个平凡街区的猫儿，他天生具有哲人般的怪想法和似乎有无止境的旺盛食欲。对他来说，美美地吃一顿再打个盹便是最完美的猫生。,47,电视剧场\欧美剧场,加菲猫和他的朋友们 第三季,中文,MP2,国语,美国,4:03,H264,2M,彩色,10038,无,标清,41632,无,32913,1,32889,00:00.0,06:48.1,节目层,无,100.31,27071
托马斯和他的朋友们 第十五季(17),2017/5/11 17:17,无,无,1993,热心助人的托马斯是一辆可爱的火车头，他是一个完美主义者，也常常因为过分热心而令自己卷入麻烦中。托马斯有很多的火车好朋友，他们每天都会接载不同的乘客，遇到不少趣事。,20,电视剧场\欧美剧场,托马斯和他的朋友们 第十五季,中文,MP2,国语,英国,4:03,H264,2M,彩色,10038,无,标清,48397,无,32902,1,32843,00:00.0,10:42.2,节目层,无,157.64,27095
托马斯和他的朋友们 第十五季(16),2017/5/11 17:17,无,无,1993,热心助人的托马斯是一辆可爱的火车头，他是一个完美主义者，也常常因为过分热心而令自己卷入麻烦中。托马斯有很多的火车好朋友，他们每天都会接载不同的乘客，遇到不少趣事。,20,电视剧场\欧美剧场,托马斯和他的朋友们 第十五季,中文,MP2,国语,英国,4:03,H264,2M,彩色,10038,无,标清,26947,无,32901,1,32842,00:00.0,10:42.1,节目层,无,157.58,26994
托马斯和他的朋友们 第十五季(15),2017/5/11 17:17,无,无,1993,热心助人的托马斯是一辆可爱的火车头，他是一个完美主义者，也常常因为过分热心而令自己卷入麻烦中。托马斯有很多的火车好朋友，他们每天都会接载不同的乘客，遇到不少趣事。,20,电视剧场\欧美剧场,托马斯和他的朋友们 第十五季,中文,MP2,国语,英国,4:03,H264,2M,彩色,10038,无,标清,16308,无,32900,1,32841,00:00.0,10:42.2,节目层,无,157.63,26955
托马斯和他的朋友们 第十五季(08),2017/5/11 17:16,无,无,1993,热心助人的托马斯是一辆可爱的火车头，他是一个完美主义者，也常常因为过分热心而令自己卷入麻烦中。托马斯有很多的火车好朋友，他们每天都会接载不同的乘客，遇到不少趣事。,20,电视剧场\欧美剧场,托马斯和他的朋友们 第十五季,中文,MP2,国语,英国,4:03,H264,2M,彩色,10038,无,标清,10626,无,32893,1,32834,00:00.0,10:42.2,节目层,无,157.64,26929
巴布工程师 第二季(13),2017/5/11 17:10,无,无,1993,在一座美丽的小镇上，生活着名叫巴布的建筑工程师，他热情正直，善良可亲，建筑本领更出色。巴布和温蒂共同经营者建筑王国，和他们的得力助手一起共同建设着这座城市。,13,电视剧场\欧美剧场,巴布工程师 第二季,中文,MP2,国语,美国,4:03,H264,2M,彩色,10045,无,标清,30485,无,32885,1,32883,00:00.0,09:56.2,节目层,无,146.37,27022
巴布工程师 第二季(06),2017/5/11 17:10,无,无,1993,在一座美丽的小镇上，生活着名叫巴布的建筑工程师，他热情正直，善良可亲，建筑本领更出色。巴布和温蒂共同经营者建筑王国，和他们的得力助手一起共同建设着这座城市。,13,电视剧场\欧美剧场,巴布工程师 第二季,中文,MP2,国语,美国,4:03,H264,2M,彩色,10045,无,标清,40122,无,32878,1,32876,00:00.0,09:56.1,节目层,无,146.35,27066
魔法俏佳人 第一季(20),2017/5/11 17:04,无,无,2005,在茫茫宇宙的某个世界“魔法仙境”里，善良和邪恶势力进行斗争。仙子们平时住在艾菲城学院内学习，处理恋爱上的问题，还要在各种邪恶势力造成威胁的时候挺身奋战。,26,电视剧场\欧美剧场,魔法俏佳人 第一季,中文,MP2,国语,其他,4:03,H264,2M,彩色,10038,无,标清,13974,无,32866,1,32864,00:00.0,22:30.1,节目层,无,330.71,26944
魔法俏佳人 第一季(17),2017/5/11 17:03,无,无,2005,在茫茫宇宙的某个世界“魔法仙境”里，善良和邪恶势力进行斗争。仙子们平时住在艾菲城学院内学习，处理恋爱上的问题，还要在各种邪恶势力造成威胁的时候挺身奋战。,26,电视剧场\欧美剧场,魔法俏佳人 第一季,中文,MP2,国语,其他,4:03,H264,2M,彩色,10038,无,标清,42399,无,32863,1,32861,00:00.0,20:55.1,节目层,无,307.49,27073
魔法俏佳人 第一季(04),2017/5/11 17:01,无,无,2005,在茫茫宇宙的某个世界“魔法仙境”里，善良和邪恶势力进行斗争。仙子们平时住在艾菲城学院内学习，处理恋爱上的问题，还要在各种邪恶势力造成威胁的时候挺身奋战。,26,电视剧场\欧美剧场,魔法俏佳人 第一季,中文,MP2,国语,其他,4:03,H264,2M,彩色,10038,无,标清,10053,无,32850,1,32850,00:00.0,22:12.1,节目层,无,326.32,26927
托马斯和他的朋友们 第十四季(19),2017/5/11 16:53,无,无,1993,热心助人的托马斯是一辆可爱的火车头，他是一个完美主义者，也常常因为过分热心而令自己卷入麻烦中。托马斯有很多的火车好朋友，他们每天都会接载不同的乘客，遇到不少趣事。,20,电视剧场\欧美剧场,托马斯和他的朋友们 第十四季,中文,MP2,国语,英国,4:03,H264,2M,彩色,10038,无,标清,32317,无,32846,1,32825,00:00.0,10:42.2,节目层,无,157.69,27033
托马斯和他的朋友们 第十四季(15),2017/5/11 16:53,无,无,1993,热心助人的托马斯是一辆可爱的火车头，他是一个完美主义者，也常常因为过分热心而令自己卷入麻烦中。托马斯有很多的火车好朋友，他们每天都会接载不同的乘客，遇到不少趣事。,20,电视剧场\欧美剧场,托马斯和他的朋友们 第十四季,中文,MP2,国语,英国,4:03,H264,2M,彩色,10038,无,标清,16113,无,32841,1,32820,00:00.0,10:43.0,节目层,无,157.76,26953
托马斯和他的朋友们 第十四季(14),2017/5/11 16:52,无,无,1993,热心助人的托马斯是一辆可爱的火车头，他是一个完美主义者，也常常因为过分热心而令自己卷入麻烦中。托马斯有很多的火车好朋友，他们每天都会接载不同的乘客，遇到不少趣事。,20,电视剧场\欧美剧场,托马斯和他的朋友们 第十四季,中文,MP2,国语,英国,4:03,H264,2M,彩色,10038,无,标清,37472,无,32840,1,32819,00:00.0,10:43.2,节目层,无,157.91,27054
托马斯和他的朋友们 第十四季(11),2017/5/11 16:52,无,无,1993,热心助人的托马斯是一辆可爱的火车头，他是一个完美主义者，也常常因为过分热心而令自己卷入麻烦中。托马斯有很多的火车好朋友，他们每天都会接载不同的乘客，遇到不少趣事。,20,电视剧场\欧美剧场,托马斯和他的朋友们 第十四季,中文,MP2,国语,英国,4:03,H264,2M,彩色,10038,无,标清,31150,无,32836,1,32815,00:00.0,10:43.1,节目层,无,157.85,27027
